C:\Users\HP\Downloads\mini project\track\IMG\center_2024_05_06_18_10_07_424.jpg, C:\Users\HP\Downloads\mini project\track\IMG\left_2024_05_06_18_10_07_424.jpg, C:\Users\HP\Downloads\mini project\track\IMG\right_2024_05_06_18_10_07_424.jpg, 0, 0, 0, 7.9073E-05
C:\Users\HP\Downloads\mini project\track\IMG\center_2024_05_06_18_10_07_537.jpg, C:\Users\HP\Downloads\mini project\track\IMG\left_2024_05_06_18_10_07_537.jpg, C:\Users\HP\Downloads\mini project\track\IMG\right_2024_05_06_18_10_07_537.jpg, 0, 0, 0, 7.787371E-05
C:\Users\HP\Downloads\mini project\track\IMG\center_2024_05_06_18_10_07_640.jpg, C:\Users\HP\Downloads\mini project\track\IMG\left_2024_05_06_18_10_07_640.jpg, C:\Users\HP\Downloads\mini project\track\IMG\right_2024_05_06_18_10_07_640.jpg, 0, 0, 0, 7.787524E-05
C:\Users\HP\Downloads\mini project\track\IMG\center_2024_05_06_18_10_07_743.jpg, C:\Users\HP\Downloads\mini project\track\IMG\left_2024_05_06_18_10_07_743.jpg, C:\Users\HP\Downloads\mini project\track\IMG\right_2024_05_06_18_10_07_743.jpg, 0, 0, 0, 7.79841E-05
C:\Users\HP\Downloads\mini project\track\IMG\center_2024_05_06_18_10_07_847.jpg, C:\Users\HP\Downloads\mini project\track\IMG\left_2024_05_06_18_10_07_847.jpg, C:\Users\HP\Downloads\mini project\track\IMG\right_2024_05_06_18_10_07_847.jpg, 0, 0, 0, 7.834523E-05
C:\Users\HP\Downloads\mini project\track\IMG\center_2024_05_06_18_10_07_973.jpg, C:\Users\HP\Downloads\mini project\track\IMG\left_2024_05_06_18_10_07_973.jpg, C:\Users\HP\Downloads\mini project\track\IMG\right_2024_05_06_18_10_07_973.jpg, 0, 0, 0, 7.90526E-05
C:\Users\HP\Downloads\mini project\track\IMG\center_2024_05_06_18_10_08_076.jpg, C:\Users\HP\Downloads\mini project\track\IMG\left_2024_05_06_18_10_08_076.jpg, C:\Users\HP\Downloads\mini project\track\IMG\right_2024_05_06_18_10_08_076.jpg, 0, 0, 0, 7.912199E-05
C:\Users\HP\Downloads\mini project\track\IMG\center_2024_05_06_18_10_08_192.jpg, C:\Users\HP\Downloads\mini project\track\IMG\left_2024_05_06_18_10_08_192.jpg, C:\Users\HP\Downloads\mini project\track\IMG\right_2024_05_06_18_10_08_192.jpg, 0, 0, 0, 7.986969E-05
C:\Users\HP\Downloads\mini project\track\IMG\center_2024_05_06_18_10_08_296.jpg, C:\Users\HP\Downloads\mini project\track\IMG\left_2024_05_06_18_10_08_296.jpg, C:\Users\HP\Downloads\mini project\track\IMG\right_2024_05_06_18_10_08_296.jpg, 0, 0, 0, 7.785329E-05
C:\Users\HP\Downloads\mini project\track\IMG\center_2024_05_06_18_10_08_399.jpg, C:\Users\HP\Downloads\mini project\track\IMG\left_2024_05_06_18_10_08_399.jpg, C:\Users\HP\Downloads\mini project\track\IMG\right_2024_05_06_18_10_08_399.jpg, 0, 0, 0, 7.828095E-05
C:\Users\HP\Downloads\mini project\track\IMG\center_2024_05_06_18_10_08_501.jpg, C:\Users\HP\Downloads\mini project\track\IMG\left_2024_05_06_18_10_08_501.jpg, C:\Users\HP\Downloads\mini project\track\IMG\right_2024_05_06_18_10_08_501.jpg, 0, 0, 0, 7.812783E-05
C:\Users\HP\Downloads\mini project\track\IMG\center_2024_05_06_18_10_08_602.jpg, C:\Users\HP\Downloads\mini project\track\IMG\left_2024_05_06_18_10_08_602.jpg, C:\Users\HP\Downloads\mini project\track\IMG\right_2024_05_06_18_10_08_602.jpg, 0, 0, 0, 7.801442E-05
C:\Users\HP\Downloads\mini project\track\IMG\center_2024_05_06_18_10_08_718.jpg, C:\Users\HP\Downloads\mini project\track\IMG\left_2024_05_06_18_10_08_718.jpg, C:\Users\HP\Downloads\mini project\track\IMG\right_2024_05_06_18_10_08_718.jpg, 0, 0, 0, 7.805798E-05
